blob_amount_contours,blob_angle,blob_area,blob_centroid_x,blob_centroid_y,blob_width,centroid_bottom_is_empty,centroid_is_empty,centroid_top_is_empty,grid_2_0,grid_2_1,grid_2_2,grid_2_3,grid_2_4,grid_2_5,grid_2_6,grid_2_7,grid_3_0,grid_3_1,grid_3_2,grid_3_3,grid_3_4,grid_3_5,grid_3_6,grid_3_7,grid_4_0,grid_4_1,grid_4_2,grid_4_3,grid_4_4,grid_4_5,grid_4_6,grid_4_7,grid_5_0,grid_5_1,grid_5_2,grid_5_3,grid_5_4,grid_5_5,grid_5_6,grid_5_7,number_of_holes,label
52,90.0,223.5,18.8791946309,12.0201342282,20,0,1,0,2,5,0,0,1,0,1,4,14,12,0,4,16,5,12,16,16,12,0,12,16,13,6,1,16,13,7,16,12,1,0,0,0,7
54,90.0,213.0,16.6658841941,12.823943662,17,0,1,0,5,9,0,7,9,0,6,12,12,10,0,9,14,11,15,9,16,10,6,14,15,7,0,0,16,16,14,15,8,0,0,0,0,7
51,-82.4053573608,196.0,18.4302721088,13.3707482993,19,0,1,0,1,3,0,2,10,1,0,2,14,7,0,4,13,2,13,16,16,4,0,8,16,15,9,3,16,11,10,15,14,0,0,0,0,7
59,90.0,282.0,17.1388888889,13.4007092199,21,0,1,0,8,16,5,0,9,12,1,10,16,12,0,1,15,16,16,12,16,6,0,8,16,15,6,0,16,13,16,16,16,4,0,0,0,7
54,90.0,274.5,15.0157862781,12.9939283546,21,0,0,0,16,10,0,16,14,10,16,14,16,8,0,13,16,14,7,1,16,14,14,16,13,1,0,0,16,16,12,16,8,0,0,0,0,7
42,90.0,214.5,17.1452991453,13.1048951049,18,0,0,0,6,6,0,7,6,0,5,12,14,8,0,12,12,13,15,12,16,5,2,13,16,7,2,0,16,13,15,16,9,0,0,0,0,7
45,90.0,260.0,14.7532051282,12.541025641,21,0,1,0,16,12,0,8,16,9,16,12,16,12,2,11,16,13,3,0,16,15,14,16,14,0,0,0,16,15,6,8,12,0,0,0,0,7
48,-79.3803482056,225.0,18.8674074074,13.0814814815,21,0,0,0,0,0,0,0,9,3,0,0,14,5,0,4,16,10,11,16,16,11,0,10,16,14,9,1,10,14,10,16,16,2,0,0,0,7
51,90.0,272.0,15.3511029412,13.5465686275,21,0,0,0,16,11,0,2,16,10,13,16,16,8,0,7,16,16,13,4,16,14,15,16,16,3,0,0,16,15,7,10,16,0,0,0,0,7
46,87.7974019051,203.0,16.052545156,13.552545156,18,0,0,0,11,7,0,5,1,0,6,12,16,7,0,13,13,15,16,14,16,10,10,16,14,4,3,0,10,15,12,14,4,0,0,0,0,7
50,82.8749833107,257.5,17.0433656958,13.0181229773,21,0,0,0,5,16,4,0,0,0,0,5,16,16,1,5,12,9,15,16,16,16,16,16,16,15,12,2,10,13,15,16,11,1,0,0,0,7
50,90.0,293.5,16.2163543441,13.5843270869,21,0,1,0,5,16,3,1,16,9,0,5,16,15,0,4,16,16,16,16,16,13,4,14,16,12,8,6,16,16,16,16,16,1,0,0,0,7
51,90.0,224.5,17.8708240535,12.4432071269,18,0,0,0,3,1,0,5,3,0,3,8,16,8,5,16,12,11,16,9,16,7,4,16,16,9,1,0,16,10,13,16,5,0,0,0,0,7
48,90.0,243.0,16.6879286694,13.207133059,19,0,0,0,10,9,0,6,9,0,3,8,16,9,0,11,16,16,16,14,16,10,7,15,16,8,3,0,16,16,15,13,16,0,0,0,0,7
54,90.0,269.0,16.3159851301,13.1988847584,22,0,0,0,7,9,0,7,16,7,8,10,16,12,0,8,16,16,14,10,16,8,5,16,16,4,0,0,16,16,16,10,16,0,0,0,0,7
48,-86.6335449219,221.0,18.3612368024,13.7277526395,19,0,1,0,8,3,0,0,7,2,2,10,16,6,0,0,16,10,16,14,16,4,0,3,16,14,6,0,16,14,12,16,16,4,0,0,0,7
49,90.0,248.0,16.7231182796,14.2432795699,18,0,0,0,7,8,0,1,13,8,3,10,16,9,0,5,16,16,16,12,16,13,4,12,16,12,3,0,14,16,16,12,16,10,0,0,0,7
42,73.3007564545,277.5,15.6096096096,14.6612612613,20,0,0,0,7,15,5,0,9,16,4,8,16,16,4,7,16,16,16,14,14,16,16,16,16,13,8,0,1,8,6,10,16,8,0,0,0,7
53,-86.4236679077,188.0,18.8413120567,12.9326241135,18,0,1,0,2,1,0,0,3,0,0,4,16,6,0,4,16,5,13,13,16,4,0,8,16,14,3,0,16,11,9,15,16,0,0,0,0,7
50,-83.2901611328,226.5,18.4429727741,14.3877851361,23,0,1,0,10,2,0,0,8,12,2,11,16,2,0,0,8,16,16,12,16,0,0,1,10,16,7,0,16,7,5,13,16,11,0,0,0,7
47,90.0,286.5,15.7661431065,14.1576497964,22,0,0,0,3,8,0,8,16,10,9,5,16,12,1,13,16,16,16,16,16,16,16,16,16,5,1,4,16,16,8,10,16,4,0,0,0,7
49,90.0,248.5,17.5922199866,13.5680751174,19,0,1,0,3,16,2,0,5,1,0,0,10,15,0,0,16,11,8,13,16,12,2,10,16,16,16,11,16,15,14,16,16,5,0,0,0,7
45,90.0,269.5,17.231292517,13.0983302412,20,0,0,0,11,9,0,2,7,0,7,14,16,11,0,11,16,16,16,12,16,10,5,15,16,11,4,0,16,16,16,16,12,0,0,0,1,7
52,-85.2363510132,200.5,16.3516209476,13.1670822943,20,0,1,0,5,8,0,2,16,0,3,8,16,7,0,4,16,12,14,7,16,4,2,12,16,7,1,0,16,13,16,12,12,0,0,0,0,7
55,-86.1859207153,222.0,17.2057057057,13.9797297297,18,0,1,0,1,9,0,0,8,8,0,0,12,15,0,0,16,15,13,16,16,13,0,4,16,16,7,2,14,16,12,14,15,10,0,0,0,7
54,90.0,242.5,16.5656357388,13.9367697595,19,0,1,0,10,5,0,6,16,1,8,14,16,8,0,8,16,16,14,7,16,8,4,12,16,10,0,0,16,16,16,13,15,11,0,0,0,7
38,90.0,219.5,14.8549734244,14.6795747912,20,0,0,1,16,3,0,0,16,13,14,16,16,4,3,10,16,15,6,4,16,16,16,16,16,4,0,0,3,8,2,0,16,4,0,0,0,7
50,82.8749833107,268.5,16.6548727498,13.6753569212,21,0,1,0,7,16,8,0,9,10,0,7,16,10,0,2,16,12,11,14,16,11,4,9,16,16,12,1,14,16,16,16,16,10,0,0,0,7
44,90.0,211.0,18.4099526066,12.1721958926,21,0,0,0,7,5,0,0,0,0,1,7,16,8,0,1,11,12,14,14,16,8,1,12,16,11,4,2,16,14,14,12,15,1,0,0,0,7
52,90.0,273.0,16.4719169719,14.5006105006,19,0,0,0,4,12,0,2,13,2,4,6,16,12,1,9,16,16,16,16,16,16,16,16,16,12,11,8,12,15,11,10,16,8,0,0,0,7
44,90.0,256.0,15.1842447917,13.6627604167,22,0,0,0,16,7,0,0,16,16,16,14,16,8,3,9,16,13,2,0,16,14,15,10,14,10,0,0,16,15,4,0,12,8,0,0,0,7
54,90.0,258.0,16.3184754522,12.7894056848,20,0,0,0,11,15,0,2,14,6,8,14,16,11,0,8,16,16,14,10,16,12,12,16,13,6,0,0,16,16,12,16,8,0,0,0,0,7
52,90.0,233.5,17.5496074233,12.539614561,19,0,1,0,10,4,0,0,6,1,4,12,16,8,0,6,16,16,16,9,16,12,3,13,15,9,1,0,16,16,16,16,8,0,0,0,0,7
49,90.0,246.5,17.0081135903,14.0182555781,18,0,0,0,12,2,0,4,6,0,6,12,16,4,0,14,15,14,16,16,16,12,9,16,16,10,8,0,16,16,13,14,15,0,0,0,0,7
48,90.0,275.0,17.2406060606,14.3703030303,20,0,0,0,3,4,0,3,16,7,0,6,16,9,0,8,16,14,15,16,16,12,8,13,16,15,12,6,16,16,16,16,16,3,0,0,0,7
43,-81.2538375854,240.0,17.4763888889,12.4819444444,22,0,0,0,0,1,0,13,8,0,0,0,16,11,0,16,12,10,16,16,8,15,8,16,15,7,5,1,8,16,16,16,9,0,0,0,0,7
50,79.6951532364,265.0,15.2685534591,14.3245283019,22,0,0,0,16,7,0,4,16,12,11,16,16,8,0,6,16,16,12,4,16,12,10,16,16,8,0,0,14,16,14,5,15,8,0,0,0,7
44,90.0,303.0,16.8674367437,12.6078107811,22,0,0,0,11,14,0,5,16,7,7,12,16,13,0,13,16,16,16,16,16,13,6,16,15,7,0,0,16,16,16,16,12,0,0,0,0,7
56,90.0,248.5,17.2803487592,12.2233400402,20,0,0,0,10,8,0,4,11,1,7,12,16,10,0,11,16,16,13,8,16,8,3,15,14,6,1,0,16,16,16,16,6,0,0,0,0,7
36,78.6900672913,268.5,17.1520794538,13.7982619491,22,0,0,0,3,16,8,1,8,1,0,0,0,16,8,4,16,8,0,0,6,16,14,13,16,15,12,8,16,15,12,13,16,13,12,14,0,7
45,83.1572270393,225.0,16.0422222222,13.0044444444,21,0,0,0,11,13,0,5,11,1,8,11,16,5,1,13,16,15,10,8,16,10,13,16,11,3,0,0,10,12,9,16,11,0,0,0,0,7
52,90.0,242.5,17.4336769759,13.0865979381,20,0,0,0,10,9,0,12,3,0,3,8,16,6,2,16,4,7,15,14,16,8,1,16,16,15,7,1,16,16,16,16,10,2,0,0,0,7
34,90.0,261.0,13.9833971903,13.088761175,20,0,0,0,8,16,3,0,9,14,16,16,8,16,8,12,16,16,12,9,14,16,16,14,7,0,0,0,16,15,7,1,0,0,0,0,0,7
54,90.0,214.0,18.964953271,12.9711838006,20,0,1,0,3,4,0,2,9,0,0,2,8,8,0,10,8,5,10,16,16,4,0,12,16,15,10,4,16,10,6,15,12,3,0,0,0,7
49,-77.9052429199,280.0,16.6285714286,13.2154761905,25,0,1,0,13,10,0,0,12,13,5,12,16,12,0,0,15,16,15,12,16,12,2,12,16,11,2,0,16,16,16,11,14,7,0,0,0,7
46,90.0,265.5,17.0558694288,11.8581293158,23,0,1,0,10,15,10,0,0,0,6,12,16,16,2,1,6,15,16,16,16,16,5,14,16,12,7,4,16,16,16,12,5,0,0,0,0,7
46,90.0,212.5,16.8062745098,13.1890196078,19,0,0,0,13,3,0,11,4,0,4,12,16,4,0,12,14,13,14,6,16,7,5,14,16,7,1,0,16,16,14,13,16,0,0,0,0,7
47,90.0,204.0,18.3325163399,13.4305555556,18,0,0,0,2,1,0,0,5,2,0,2,16,8,0,3,16,10,13,16,16,4,0,9,16,13,7,2,16,11,14,16,16,4,0,0,0,7
48,-78.690071106,249.5,16.4368737475,15.0474281897,22,0,1,0,10,0,0,0,4,16,14,10,16,6,0,0,9,16,16,13,16,9,0,8,15,15,6,0,16,16,16,16,12,1,0,0,0,7
58,90.0,255.5,17.0919765166,12.0110893673,20,0,0,0,10,8,2,9,2,0,6,10,16,12,5,16,15,14,14,10,16,13,5,16,15,7,0,0,16,16,16,16,7,0,0,0,1,7
51,90.0,212.0,15.2948113208,11.7161949686,20,0,0,0,16,16,6,0,0,6,15,16,16,12,1,8,14,15,11,8,16,12,12,15,7,1,0,0,16,16,12,2,0,0,0,0,0,7
64,-82.4053573608,242.5,18.1642611684,13.2027491409,23,0,1,0,1,7,0,0,13,9,0,0,11,15,0,0,16,10,7,14,16,9,0,5,16,16,13,6,16,14,14,16,16,5,0,0,0,7
47,72.3498764038,286.0,18.4545454545,13.1905594406,22,0,1,0,0,13,12,0,0,1,0,0,9,16,6,0,12,12,7,12,16,13,0,4,16,16,16,12,16,15,12,15,16,11,5,0,0,7
43,90.0,241.0,15.7192254495,14.8457814661,21,0,1,0,10,7,0,0,15,10,7,12,16,10,0,1,16,16,15,12,14,16,16,16,16,11,1,0,1,9,8,10,16,4,0,0,0,7
47,90.0,246.0,17.7093495935,12.6903794038,19,0,1,0,2,13,11,0,0,1,0,2,14,14,2,0,11,16,16,16,16,12,1,8,16,13,6,2,16,16,16,16,16,4,0,0,0,7
46,90.0,232.0,15.9863505747,12.5768678161,20,0,0,0,11,7,0,8,16,4,10,14,16,8,0,15,16,16,10,3,16,12,10,16,11,2,0,0,16,16,16,16,0,0,0,0,0,7
53,90.0,251.0,16.724435591,14.0073041169,18,0,1,0,12,6,0,4,15,1,4,12,16,12,0,6,16,16,16,10,12,13,5,13,16,13,1,0,8,16,15,9,16,13,0,0,0,7
58,90.0,251.5,18.0450629556,13.0125911199,22,0,1,0,1,12,13,5,0,0,0,0,9,15,2,0,2,14,13,12,16,9,0,1,10,16,14,6,16,14,13,16,16,11,0,0,0,7
47,90.0,239.5,18.2574808629,14.2665274878,20,0,1,1,3,11,0,0,5,11,0,3,16,9,0,0,11,16,12,16,16,4,0,0,12,16,13,2,16,12,8,12,16,12,1,0,0,7
50,90.0,293.5,16.628052243,13.3441226576,19,0,0,0,8,16,2,2,13,5,6,10,16,14,0,11,16,16,16,16,16,14,9,15,16,12,5,2,16,16,16,16,16,0,0,0,0,7
51,90.0,252.5,15.8442244224,14.4138613861,21,0,0,0,9,10,0,0,15,12,9,14,16,8,0,4,16,16,13,8,16,12,11,16,16,6,0,0,12,12,11,12,16,6,0,0,0,7
62,90.0,267.5,15.5246105919,13.4510903427,22,0,1,0,9,16,7,5,16,6,4,12,16,9,0,8,16,10,16,9,16,11,8,14,16,11,3,0,13,16,14,13,16,0,0,0,0,7
49,74.7448797226,272.5,15.8116207951,14.206116208,22,0,0,0,7,14,2,5,16,4,5,8,16,11,0,9,16,16,16,13,16,12,9,15,16,13,4,0,10,15,14,15,16,1,0,0,0,7
45,90.0,234.5,17.0298507463,12.9715707178,18,0,0,0,12,5,0,9,5,1,6,10,16,4,0,16,14,14,16,12,16,8,8,16,14,3,0,0,16,16,16,16,13,0,0,0,0,7
40,-85.9143829346,290.0,15.7695402299,12.7206896552,18,0,1,0,5,12,11,6,16,0,2,6,16,13,0,4,16,13,14,10,8,13,7,13,16,10,2,0,4,16,13,5,16,10,0,0,1,7
59,84.8055710793,269.0,15.2311028501,13.7682775713,21,0,0,0,12,16,5,7,15,1,10,15,16,8,0,9,16,16,16,9,16,14,14,16,16,11,1,0,6,13,12,10,16,4,0,0,0,7
47,87.7974019051,202.0,15.9521452145,13.1097359736,20,0,0,0,13,8,0,5,3,2,10,14,16,5,0,14,16,16,9,2,16,11,11,15,14,3,0,0,10,12,8,12,12,0,0,0,0,7
42,90.0,261.0,16.6315453384,12.8780332056,20,0,1,0,9,11,0,3,15,1,10,12,16,12,0,7,16,16,14,12,16,12,3,15,16,9,0,0,16,16,16,13,16,0,0,0,0,7
50,90.0,213.5,18.9461358314,12.3786104606,20,0,1,0,3,3,0,0,0,0,1,6,14,8,0,3,13,12,16,12,16,8,0,11,16,13,3,0,14,12,13,16,8,0,0,0,0,7
47,90.0,189.5,19.5883905013,13.3957783641,17,0,1,0,1,0,0,0,0,0,0,0,14,7,0,1,12,3,6,15,16,4,0,4,16,13,14,6,16,11,9,13,16,6,0,0,0,7
57,-85.6012878418,218.0,15.9541284404,12.875382263,21,0,1,0,9,5,0,8,12,2,8,12,14,10,0,12,16,14,12,6,8,13,5,15,12,2,0,0,8,16,11,12,8,0,0,0,0,7
53,90.0,242.0,17.1714876033,12.6425619835,20,0,1,0,7,10,0,6,3,0,3,10,16,8,0,16,14,14,16,12,16,9,2,13,16,11,3,0,16,16,16,16,10,0,0,0,0,7
48,-69.4439544678,225.5,17.4464153732,13.3200295639,23,0,1,0,0,0,0,4,16,4,0,0,16,11,0,4,16,10,11,14,10,12,0,7,16,11,6,9,12,15,14,16,12,0,0,0,0,7
54,90.0,237.0,15.6371308017,12.9908579466,21,0,1,0,6,16,4,5,16,4,5,10,12,13,0,8,16,16,13,10,16,14,10,15,14,4,1,0,13,12,8,16,8,0,0,0,0,7
58,90.0,228.0,16.918128655,12.841374269,20,0,1,0,4,7,15,4,11,3,0,4,16,10,3,0,16,13,15,16,16,7,4,10,16,11,5,0,16,16,14,8,16,4,0,0,0,7
50,90.0,251.5,16.0225314778,14.1703114645,20,0,0,0,10,11,0,3,16,12,2,9,16,9,0,4,16,16,16,14,16,11,7,14,16,10,4,0,14,16,14,13,16,0,0,0,0,7
36,90.0,255.0,15.4509803922,14.139869281,19,0,0,0,10,16,3,7,8,0,4,8,16,16,13,16,16,16,16,12,8,15,16,16,16,11,5,0,0,0,0,12,16,0,0,0,0,7
39,-82.8749847412,241.0,20.4107883817,13.1258644537,21,0,1,0,0,0,0,0,3,4,0,0,10,8,0,0,14,8,3,12,16,8,0,1,16,16,15,12,16,12,8,13,16,10,3,0,0,7
47,-54.4623222351,239.0,16.9058577406,13.89958159,23,0,1,0,1,7,0,4,16,0,1,0,11,8,0,4,16,12,16,16,16,8,3,10,16,13,7,4,16,16,16,16,10,1,0,0,0,7
44,90.0,201.5,15.4127377998,13.8205128205,19,0,1,0,7,5,0,4,16,4,2,9,16,11,0,8,16,16,16,14,16,15,13,16,13,2,0,0,9,7,3,8,12,0,0,0,0,7
61,71.5650520325,225.5,15.0849963045,14.3835920177,20,0,0,0,4,16,5,3,16,6,0,6,14,9,0,6,16,13,14,12,14,16,12,16,16,12,4,0,2,4,6,5,16,4,0,0,0,7
47,72.8972740173,268.0,15.960199005,14.315920398,22,0,0,0,2,9,0,4,16,8,0,4,14,14,0,9,16,16,16,16,16,15,14,16,16,11,5,2,10,14,10,13,16,0,0,0,0,7
52,90.0,279.0,16.3172043011,13.2037037037,21,0,0,0,10,4,0,9,16,4,10,12,16,12,0,12,16,16,16,12,16,16,10,16,16,5,0,0,16,16,15,14,14,0,0,0,0,7
50,-57.0947570801,251.5,17.3558648111,13.393638171,24,0,0,0,0,0,0,12,14,0,0,0,14,7,0,13,14,9,14,16,16,8,0,16,16,15,10,3,16,14,14,14,6,1,0,0,0,7
44,90.0,245.5,17.2837746096,13.2987101154,18,0,0,0,3,1,0,5,1,1,6,8,16,9,1,16,14,15,16,16,16,14,11,16,14,8,4,4,16,16,16,16,5,0,0,0,0,7
43,87.709389925,232.5,15.8967741935,14.4867383513,18,0,0,0,9,11,0,8,6,0,4,10,16,14,1,16,16,16,14,10,8,16,16,16,16,10,2,0,0,4,4,6,16,13,0,0,0,7
46,66.8014087677,277.5,13.9897897898,15.3093093093,22,0,0,0,16,14,0,0,14,16,16,14,16,14,8,11,16,15,7,1,7,16,16,16,16,12,0,0,0,2,2,1,16,12,0,0,0,7
53,-75.0685806274,303.0,16.1639163916,14.8657865787,24,0,0,0,11,7,0,4,16,7,7,14,16,16,1,4,16,16,16,14,4,16,10,15,16,14,6,1,0,16,16,14,14,14,0,0,0,7
45,-86.4236679077,274.5,19.9684274438,13.058287796,20,0,0,0,0,0,0,0,1,2,0,0,10,13,0,1,15,10,7,10,16,16,0,8,16,16,16,14,12,16,16,16,16,9,3,0,0,7
47,85.9143834114,246.0,15.6964769648,13.4708672087,19,0,0,0,7,12,0,13,8,2,9,14,14,12,0,12,16,16,15,8,16,13,6,15,16,7,0,0,10,16,16,16,12,0,0,0,0,7
46,90.0,275.0,17.5812121212,13.2727272727,20,0,0,0,12,4,0,4,11,0,6,12,16,8,0,12,16,16,16,12,16,8,6,15,16,11,5,0,16,16,15,14,16,4,0,0,0,7
48,90.0,279.5,16.9582587955,13.4496124031,18,0,0,0,6,8,2,11,2,0,0,5,16,12,8,16,15,9,15,16,16,16,16,16,16,16,9,1,7,16,16,16,16,2,0,0,0,7
43,72.8972702026,217.5,14.9708812261,14.4865900383,22,0,0,0,12,2,0,4,16,9,10,12,16,4,4,10,16,15,9,8,16,16,16,16,16,2,0,0,3,7,3,4,16,0,0,0,0,7
46,-86.6335449219,259.5,16.5761078998,13.6037251124,21,0,0,0,11,5,0,1,13,10,9,12,16,8,0,5,16,16,16,14,16,13,5,14,16,10,3,0,16,16,16,10,12,2,0,0,0,7
45,90.0,254.5,17.1624099542,12.201702685,22,0,1,0,14,15,1,0,0,3,11,16,16,14,0,0,7,16,16,16,16,12,4,13,15,10,6,0,16,16,16,12,4,0,0,0,0,7
54,90.0,274.5,14.8281724347,13.7887067395,22,0,0,0,16,11,0,9,16,12,16,16,16,8,0,13,16,14,7,6,16,14,14,16,16,1,0,0,11,16,13,5,16,4,0,0,0,7
37,90.0,292.5,16.2632478632,15.407977208,21,0,1,0,14,12,0,0,7,16,13,16,16,12,0,0,8,16,16,16,16,14,4,7,15,16,14,3,10,16,16,16,16,8,0,0,0,7
51,90.0,286.0,18.9662004662,13.4393939394,21,0,1,0,2,10,0,0,6,2,0,2,12,13,0,4,16,15,13,16,16,12,0,4,16,16,15,8,16,14,8,14,16,11,0,0,0,7
41,90.0,267.0,15.8508114856,14.1822721598,19,0,1,0,16,7,0,3,16,11,10,16,16,8,0,4,16,16,15,8,16,12,9,15,16,10,2,0,13,16,15,13,16,4,0,0,0,7
62,90.0,271.5,14.6414978514,12.2246777164,23,0,0,0,16,10,5,16,5,6,10,16,12,16,16,16,16,16,10,1,10,16,16,16,9,0,0,0,9,12,10,15,2,0,0,0,0,7
46,87.6140561104,247.5,15.6397306397,13.9831649832,20,0,0,0,16,12,0,1,5,1,9,14,16,16,4,10,16,16,16,12,14,16,16,16,16,9,2,0,1,6,8,13,16,1,0,0,0,7
50,90.0,266.5,15.0475297061,11.6729205754,23,0,1,0,14,16,13,0,0,4,11,15,16,16,0,2,12,16,16,14,16,16,12,16,14,6,1,0,16,16,14,6,1,0,0,0,0,7
44,90.0,272.0,17.2677696078,13.462622549,20,0,1,0,13,9,0,2,15,7,6,12,16,8,0,4,16,16,16,12,16,8,2,12,16,10,0,0,16,16,16,16,16,4,0,0,0,7
42,76.7594795227,260.0,15.275,14.4198717949,23,0,0,0,8,9,0,5,16,8,4,8,16,12,0,8,16,16,16,14,16,15,12,16,16,11,2,1,12,12,8,8,16,4,0,0,0,7
47,90.0,254.0,17.8339895013,11.6482939633,23,0,1,0,6,16,5,0,0,0,6,10,16,15,0,0,4,12,16,16,16,12,1,9,16,16,6,0,16,16,16,15,8,0,0,0,0,7
48,90.0,271.0,16.5947109471,13.290897909,19,0,0,0,16,6,0,13,8,3,11,16,16,8,0,16,16,16,12,8,16,10,9,16,16,4,0,0,16,16,14,15,16,3,0,0,0,7
47,85.6012945175,285.5,15.0274372446,13.9789842382,21,0,0,0,11,16,2,8,16,12,9,14,16,12,0,12,16,16,16,12,16,16,16,16,16,3,0,0,9,8,8,12,16,4,0,0,0,7
44,-80.5376739502,279.0,17.3817204301,12.1642771804,24,0,0,0,7,7,0,15,12,0,7,10,16,11,0,16,16,16,16,14,16,8,4,16,13,5,0,0,16,14,15,16,0,0,0,0,0,7
46,90.0,226.5,16.8741721854,11.9948491538,22,0,1,0,14,12,0,0,0,3,11,16,16,10,0,0,8,15,15,10,16,8,1,13,16,8,0,0,16,14,15,13,2,0,0,0,0,7
46,90.0,258.5,17.6105738233,13.1992263056,19,0,0,0,9,6,0,0,9,3,3,8,16,10,0,5,16,16,16,16,16,12,2,13,16,11,5,0,16,16,16,16,16,0,0,0,0,7
43,82.5685920715,269.5,17.3568336425,13.3333333333,20,0,0,0,7,15,3,0,0,0,0,8,16,16,0,5,13,9,11,16,16,16,12,14,16,16,15,2,11,16,16,16,15,10,0,0,0,7
54,85.9143834114,242.0,15.4944903581,13.5041322314,20,0,0,0,11,14,0,10,16,2,8,12,16,8,0,13,16,15,13,12,16,14,14,16,16,4,0,0,7,13,8,13,13,0,0,0,0,7
46,85.4260787964,275.5,16.502722323,13.5940713854,20,0,1,0,6,15,2,2,12,2,2,9,16,16,0,8,16,13,15,14,16,16,13,14,16,16,9,1,10,16,16,16,16,2,0,0,0,7
46,81.8698978424,288.5,17.125361063,15.4685153091,23,0,0,0,3,6,0,0,13,12,0,4,16,11,0,0,13,16,16,16,16,12,8,13,16,16,13,9,7,16,16,16,13,16,0,0,0,7
50,90.0,186.0,20.232078853,10.8189964158,21,0,1,0,2,7,0,0,0,0,0,2,14,15,0,0,0,1,10,16,16,9,0,0,6,14,9,6,16,8,1,11,13,3,0,0,0,7
54,75.9637556076,224.5,17.010393467,12.8329621381,20,0,1,0,0,16,3,0,9,2,0,0,3,16,1,7,16,4,7,9,12,16,1,14,16,16,11,6,13,16,16,16,10,4,0,0,0,7
54,85.2363581657,223.0,18.4850523169,11.5695067265,21,0,0,0,3,10,0,0,0,0,0,4,16,13,0,8,2,4,11,16,16,13,9,16,13,15,9,0,16,16,16,15,10,1,0,0,0,7
48,85.4260787964,229.0,17.2874818049,12.3828238719,20,0,0,0,6,11,0,4,0,0,3,8,16,11,4,16,11,13,16,12,16,4,8,16,14,10,1,0,16,16,16,16,1,0,0,0,0,7
50,-75.963760376,204.5,16.7188264059,13.8541157294,22,0,1,0,1,8,0,0,7,13,0,0,13,10,0,0,11,14,8,14,16,10,4,8,16,12,9,2,16,16,14,9,16,0,0,0,0,7
42,-75.963760376,258.0,16.8863049096,15.7073643411,20,0,1,0,2,1,0,0,7,16,7,4,16,12,0,0,8,16,16,16,16,14,5,9,14,16,12,6,13,16,16,16,16,15,0,0,0,7
40,-86.8201675415,260.0,17.1301282051,14.1326923077,23,0,0,0,16,0,0,0,8,15,13,16,16,3,0,2,13,16,11,8,16,4,4,15,16,12,0,0,16,13,16,13,16,7,0,0,0,7
49,-69.4439544678,267.0,17.4001248439,12.8876404494,27,0,1,0,5,2,0,2,16,9,2,8,16,8,0,4,16,14,15,12,16,8,1,10,16,11,2,0,16,14,15,16,6,0,0,0,0,7
54,90.0,208.5,17.2462030376,11.6698641087,22,0,1,0,12,12,0,0,0,1,7,16,16,11,0,0,5,16,15,12,16,8,1,11,16,6,1,0,16,14,14,11,2,0,0,0,0,7
42,-87.8788986206,231.5,15.2159827214,14.5788336933,20,0,0,0,14,8,0,0,13,14,13,16,16,8,0,2,16,16,11,6,16,14,12,14,16,10,0,0,10,12,8,4,12,8,0,0,0,7
43,90.0,273.5,17.0889701402,14.1170018282,19,0,0,0,4,3,0,6,15,0,2,7,16,9,0,12,16,13,16,16,16,14,12,16,16,15,10,5,16,16,16,16,14,1,0,0,0,7
41,90.0,235.5,16.4161358811,11.9355980184,22,0,1,0,16,12,0,0,0,9,16,16,16,10,0,5,13,15,11,8,16,12,9,15,12,2,0,0,16,16,16,6,0,0,0,0,0,7
43,-71.5650482178,214.0,18.0295950156,13.0303738318,21,0,0,0,1,3,0,12,7,0,0,2,8,11,0,12,8,4,13,16,16,8,0,12,16,15,6,2,16,12,9,15,13,2,0,0,0,7
49,90.0,271.0,16.7238622386,13.6322263223,19,0,0,0,3,11,0,4,14,3,1,8,16,16,0,8,16,13,16,16,16,16,12,16,16,12,7,2,16,16,13,10,16,6,0,0,0,7
43,90.0,239.5,16.8629088379,14.6318719555,18,0,1,0,11,5,0,1,9,1,3,14,16,13,0,4,16,13,16,14,9,16,5,7,16,15,5,0,2,15,16,16,16,12,0,0,0,7
54,90.0,248.5,17.5861837693,13.095908786,20,0,1,0,4,13,0,2,11,1,1,6,14,13,0,4,16,13,16,14,16,8,0,10,16,13,7,2,16,14,15,16,16,1,0,0,0,7
47,-71.5650482178,241.5,14.5286404417,12.4140786749,20,0,1,0,14,16,16,1,0,3,12,16,16,14,0,1,10,15,16,14,16,15,12,15,14,5,4,1,12,16,12,5,0,0,0,0,0,7
43,90.0,255.5,16.3339856491,12.3098499674,22,0,0,0,16,12,0,0,0,3,13,16,16,12,0,3,7,15,16,14,16,14,11,16,16,9,4,0,16,16,15,9,2,0,0,0,0,7
59,-75.256439209,214.5,16.6068376068,14.3986013986,22,0,1,0,5,8,0,0,3,16,4,10,14,9,0,0,4,16,16,7,16,10,0,1,12,14,2,0,12,16,16,16,10,12,0,0,0,7
57,-86.1859207153,206.5,16.2001614205,14.390637611,18,0,1,0,6,7,1,0,12,3,2,4,10,16,8,1,16,16,16,14,0,10,16,13,16,10,2,0,0,13,14,7,10,8,0,0,0,7
52,90.0,255.5,17.525766471,13.0306588389,19,0,1,0,8,14,0,0,3,1,3,8,16,12,0,4,16,13,15,16,16,16,5,12,16,13,5,0,16,16,15,14,16,4,0,0,0,7
